player_name,fantasy_score,player_team,venue,batting_first_team,bowling_first_team
STR Binny,31,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians
AB de Villiers,25,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians
P Negi,11,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians
PA Patel,9,Mumbai Indians,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians
KH Pandya,57,Mumbai Indians,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians
Mandeep Singh,8,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians
JC Buttler,10,Mumbai Indians,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians
V Kohli,69,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians
S Badree,108,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians
JJ Bumrah,39,Mumbai Indians,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians
RG Sharma,8,Mumbai Indians,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians
TS Mills,0,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians
YS Chahal,25,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians
S Aravind,8,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians
Harbhajan Singh,0,Mumbai Indians,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians
N Rana,12,Mumbai Indians,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians
MJ McClenaghan,58,Mumbai Indians,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians
KA Pollard,77,Mumbai Indians,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians
MS Dhoni,23,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions
Ishan Kishan,8,Gujarat Lions,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions
AM Rahane,0,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions
SB Jakati,0,Gujarat Lions,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions
LH Ferguson,1,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions
RA Jadeja,33,Gujarat Lions,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions
BA Stokes,29,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions
KD Karthik,3,Gujarat Lions,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions
SK Raina,47,Gujarat Lions,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions
AJ Finch,54,Gujarat Lions,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions
MK Tiwary,33,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions
BB McCullum,64,Gujarat Lions,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions
RD Chahar,36,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions
SPD Smith,47,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions
P Kumar,25,Gujarat Lions,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions
Ankit Sharma,27,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions
Basil Thampi,0,Gujarat Lions,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions
AJ Tye,141,Gujarat Lions,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions
DR Smith,80,Gujarat Lions,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions
Imran Tahir,33,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions
SN Thakur,25,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions
RA Tripathi,40,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions
BCJ Cutting,43,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad
DJ Hooda,16,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad
R Dhawan (sub),8,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad
MK Pandey,51,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad
SP Narine,30,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad
Kuldeep Yadav,25,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad
C de Grandhomme,16,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad
YK Pathan,45,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad
MC Henriques,15,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad
DA Warner,34,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad
UT Yadav,0,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad
TA Boult,25,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad
NV Ojha,17,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad
Bipul Sharma,23,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad
Yuvraj Singh,26,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad
Rashid Khan,41,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad
G Gambhir,13,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad
S Dhawan,27,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad
SA Yadav,5,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad
RV Uthappa,99,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad
CR Woakes,59,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad
B Kumar,91,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad
A Nehra,25,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad
EJG Morgan,49,Kings XI Punjab,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab
SS Iyer,21,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab
RR Pant,18,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab
MM Sharma,47,Kings XI Punjab,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab
DA Miller,29,Kings XI Punjab,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab
GJ Maxwell,0,Kings XI Punjab,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab
S Nadeem,58,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab
HM Amla,23,Kings XI Punjab,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab
VR Aaron,50,Kings XI Punjab,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab
Z Khan,8,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab
SV Samson,23,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab
CH Morris,108,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab
KK Nair,8,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab
A Mishra,25,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab
PJ Cummins,72,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab
M Vohra,3,Kings XI Punjab,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab
AR Patel,76,Kings XI Punjab,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab
KC Cariappa,26,Kings XI Punjab,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab
CJ Anderson,77,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab
Sandeep Sharma,27,Kings XI Punjab,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab
SW Billings,74,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab
WP Saha,16,Kings XI Punjab,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab
Ishan Kishan,12,Gujarat Lions,Wankhede Stadium,Gujarat Lions,Mumbai Indians
HH Pandya,5,Mumbai Indians,Wankhede Stadium,Gujarat Lions,Mumbai Indians
MM Patel,25,Gujarat Lions,Wankhede Stadium,Gujarat Lions,Mumbai Indians
JJ Roy,25,Gujarat Lions,Wankhede Stadium,Gujarat Lions,Mumbai Indians
RA Jadeja,8,Gujarat Lions,Wankhede Stadium,Gujarat Lions,Mumbai Indians
PA Patel,0,Mumbai Indians,Wankhede Stadium,Gujarat Lions,Mumbai Indians
KD Karthik,56,Gujarat Lions,Wankhede Stadium,Gujarat Lions,Mumbai Indians
SK Raina,30,Gujarat Lions,Wankhede Stadium,Gujarat Lions,Mumbai Indians
KH Pandya,8,Mumbai Indians,Wankhede Stadium,Gujarat Lions,Mumbai Indians
SL Malinga,33,Mumbai Indians,Wankhede Stadium,Gujarat Lions,Mumbai Indians
BB McCullum,82,Gujarat Lions,Wankhede Stadium,Gujarat Lions,Mumbai Indians
JC Buttler,27,Mumbai Indians,Wankhede Stadium,Gujarat Lions,Mumbai Indians
JJ Bumrah,0,Mumbai Indians,Wankhede Stadium,Gujarat Lions,Mumbai Indians
P Kumar,25,Gujarat Lions,Wankhede Stadium,Gujarat Lions,Mumbai Indians
RG Sharma,53,Mumbai Indians,Wankhede Stadium,Gujarat Lions,Mumbai Indians
Basil Thampi,0,Gujarat Lions,Wankhede Stadium,Gujarat Lions,Mumbai Indians
AJ Tye,50,Gujarat Lions,Wankhede Stadium,Gujarat Lions,Mumbai Indians
DR Smith,-2,Gujarat Lions,Wankhede Stadium,Gujarat Lions,Mumbai Indians
Harbhajan Singh,25,Mumbai Indians,Wankhede Stadium,Gujarat Lions,Mumbai Indians
N Rana,57,Mumbai Indians,Wankhede Stadium,Gujarat Lions,Mumbai Indians
MJ McClenaghan,50,Mumbai Indians,Wankhede Stadium,Gujarat Lions,Mumbai Indians
KA Pollard,43,Mumbai Indians,Wankhede Stadium,Gujarat Lions,Mumbai Indians
MS Dhoni,57,Rising Pune Supergiant,M Chinnaswamy Stadium,Rising Pune Supergiant,Royal Challengers Bangalore
RA Tripathi,40,Rising Pune Supergiant,M Chinnaswamy Stadium,Rising Pune Supergiant,Royal Challengers Bangalore
AM Rahane,41,Rising Pune Supergiant,M Chinnaswamy Stadium,Rising Pune Supergiant,Royal Challengers Bangalore
KM Jadhav,14,Royal Challengers Bangalore,M Chinnaswamy Stadium,Rising Pune Supergiant,Royal Challengers Bangalore
SR Watson,48,Royal Challengers Bangalore,M Chinnaswamy Stadium,Rising Pune Supergiant,Royal Challengers Bangalore
JD Unadkat,66,Rising Pune Supergiant,M Chinnaswamy Stadium,Rising Pune Supergiant,Royal Challengers Bangalore
DT Christian,1,Rising Pune Supergiant,M Chinnaswamy Stadium,Rising Pune Supergiant,Royal Challengers Bangalore
AB de Villiers,36,Royal Challengers Bangalore,M Chinnaswamy Stadium,Rising Pune Supergiant,Royal Challengers Bangalore
P Negi,35,Royal Challengers Bangalore,M Chinnaswamy Stadium,Rising Pune Supergiant,Royal Challengers Bangalore
AF Milne,85,Royal Challengers Bangalore,M Chinnaswamy Stadium,Rising Pune Supergiant,Royal Challengers Bangalore
BA Stokes,93,Rising Pune Supergiant,M Chinnaswamy Stadium,Rising Pune Supergiant,Royal Challengers Bangalore
"V Kohli, KM Jadhav",14,Royal Challengers Bangalore,M Chinnaswamy Stadium,Rising Pune Supergiant,Royal Challengers Bangalore
MK Tiwary,32,Rising Pune Supergiant,M Chinnaswamy Stadium,Rising Pune Supergiant,Royal Challengers Bangalore
Mandeep Singh,8,Royal Challengers Bangalore,M Chinnaswamy Stadium,Rising Pune Supergiant,Royal Challengers Bangalore
SPD Smith,26,Rising Pune Supergiant,M Chinnaswamy Stadium,Rising Pune Supergiant,Royal Challengers Bangalore
V Kohli,41,Royal Challengers Bangalore,M Chinnaswamy Stadium,Rising Pune Supergiant,Royal Challengers Bangalore
YS Chahal,1,Royal Challengers Bangalore,M Chinnaswamy Stadium,Rising Pune Supergiant,Royal Challengers Bangalore
S Aravind,62,Royal Challengers Bangalore,M Chinnaswamy Stadium,Rising Pune Supergiant,Royal Challengers Bangalore
Imran Tahir,25,Rising Pune Supergiant,M Chinnaswamy Stadium,Rising Pune Supergiant,Royal Challengers Bangalore
SN Thakur,83,Rising Pune Supergiant,M Chinnaswamy Stadium,Rising Pune Supergiant,Royal Challengers Bangalore
S Badree,33,Royal Challengers Bangalore,M Chinnaswamy Stadium,Rising Pune Supergiant,Royal Challengers Bangalore
STR Binny,22,Royal Challengers Bangalore,M Chinnaswamy Stadium,Rising Pune Supergiant,Royal Challengers Bangalore
SS Iyer,30,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders
NM Coulter-Nile,83,Kolkata Knight Riders,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders
RR Pant,74,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders
AD Mathews,9,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders
MK Pandey,73,Kolkata Knight Riders,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders
SP Narine,59,Kolkata Knight Riders,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders
Kuldeep Yadav,0,Kolkata Knight Riders,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders
C de Grandhomme,1,Kolkata Knight Riders,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders
"C de Grandhomme, RV Uthappa",14,Kolkata Knight Riders,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders
YK Pathan,65,Kolkata Knight Riders,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders
UT Yadav,33,Kolkata Knight Riders,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders
Mohammed Shami,-2,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders
Z Khan,58,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders
G Gambhir,22,Kolkata Knight Riders,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders
SV Samson,46,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders
CH Morris,42,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders
KK Nair,22,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders
A Mishra,25,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders
PJ Cummins,53,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders
SA Yadav,5,Kolkata Knight Riders,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders
RV Uthappa,21,Kolkata Knight Riders,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders
CR Woakes,28,Kolkata Knight Riders,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders
SW Billings,31,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders
I Sharma,0,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab
DJ Hooda,13,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab
EJG Morgan,15,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab
S Kaul,33,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab
MM Sharma,60,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab
DA Miller,9,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab
DA Warner,77,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab
GJ Maxwell,12,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab
MC Henriques,32,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab
NV Ojha,34,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab
KC Cariappa,26,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab
HM Amla,0,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab
BB Sran,0,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab
Yuvraj Singh,0,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab
Rashid Khan,74,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab
Mohammad Nabi,35,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab
S Dhawan,30,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab
M Vohra,106,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab
AR Patel,57,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab
Sandeep Sharma,36,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab
B Kumar,149,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab
WP Saha,56,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab
Ishan Kishan,47,Gujarat Lions,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions
CH Gayle,90,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions
TM Head,59,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions
KM Jadhav,67,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions
SR Watson,8,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions
RA Jadeja,25,Gujarat Lions,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions
P Negi,25,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions
AF Milne,33,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions
KD Karthik,1,Gujarat Lions,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions
SK Raina,29,Gujarat Lions,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions
S Kaushik,0,Gujarat Lions,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions
AJ Finch,17,Gujarat Lions,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions
DS Kulkarni,25,Gujarat Lions,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions
BB McCullum,80,Gujarat Lions,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions
Mandeep Singh,8,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions
V Kohli,79,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions
YS Chahal,83,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions
"P Negi, KM Jadhav",14,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions
S Aravind,25,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions
Basil Thampi,33,Gujarat Lions,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions
AJ Tye,6,Gujarat Lions,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions
DR Smith,9,Gujarat Lions,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions
DJ Hooda,19,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Delhi Daredevils
SS Iyer,61,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Delhi Daredevils
"V Shankar (sub), Yuvraj Singh",14,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Delhi Daredevils
S Kaul,25,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Delhi Daredevils
RR Pant,0,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Delhi Daredevils
AD Mathews,41,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Delhi Daredevils
MC Henriques,22,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Delhi Daredevils
